Account ID,Opportunity ID (18 Digit),Created Date,Account Name,Opportunity Name,Probability (%),Projected Annualized Revenue (converted) Currency,Projected Annualized Revenue (converted),Status,Stage,Business Unit,Region,Executive Synopsis,Product Family,Product Name,Rollup: Business Unit,Rollup: Team Lead,Primary Incumbent,Decision Date,Last Modified Date,Last Modified By,Rollup: Last Comment
001G000001jmnBK,0061M00000wbiuNQAQ,11/14/2017,"Mars, Incorporated",Mars DB RFP,50,USD,0,Active Client,Identified,IIS Defined Benefit,Americas,"Mars has decided to consolidate the Wrigley DB plan ($700m currently at NT) into the existing Mars Retirement Trust at SSB. With that, they have issued an RFP for trust/custody/benefit payments for the new consolidated plan.",GS Performance Services,Performance - Monthly,IIS Defined Benefit;Retiree Services;,Brian Hawko;,,12/31/2017,11/14/2017,Brian Hawko,
001G000001jmqFw,0061600000qx34sAAA,11/14/2016,Dignity,Performance/Risk and AIS Services - 14 Nov 2016,50,USD,50000,Active Client,Solutioning,IIS Endowments and Foundations,Americas,"Dignity Health will be reviewing Risk, AIS and performance services in Q2 2017 for their company. The work is currently being performed by Strategic Investment Group. Sadler/Johnson presented services in September 2016 and their is genuine interest and engagement. In addition LP Administration services will be part of the discussions. Priority in 2017 for client.",GS Performance Services,Attribution - Portfolio,IIS Endowments and Foundations;,Christopher Sadler;,N/A,3/31/2018,11/17/2017,Christopher Sadler,"spoke to client 11/16 - engagement ready to start, focusing on AIS and performance. 11/29 client meeting followed by a mid-December onsite-Christopher Sadler 11/17/2017"
001G000001jmqFw,0061600000qx34sAAA,11/14/2016,Dignity,Performance/Risk and AIS Services - 14 Nov 2016,50,USD,100000,Active Client,Solutioning,IIS Endowments and Foundations,Americas,"Dignity Health will be reviewing Risk, AIS and performance services in Q2 2017 for their company. The work is currently being performed by Strategic Investment Group. Sadler/Johnson presented services in September 2016 and their is genuine interest and engagement. In addition LP Administration services will be part of the discussions. Priority in 2017 for client.",GS Performance Services,Performance - Monthly,IIS Endowments and Foundations;,Christopher Sadler;,N/A,3/31/2018,11/17/2017,Christopher Sadler,"spoke to client 11/16 - engagement ready to start, focusing on AIS and performance. 11/29 client meeting followed by a mid-December onsite-Christopher Sadler 11/17/2017"
001G000001jmqpw,0061600000tF8uoAAC,4/6/2017,J Paul Getty Trust,Annual Lagged/Unlagged Performance Reporting,50,USD,60000,Active Client,Solutioning,IIS Endowments and Foundations,Americas,The client is looking to secure pricing to support an annual lagged/unlagged performance report for their alternative investments.,GS Performance Services,Performance - Unlagged,IIS Endowments and Foundations;,Ronald F Gayton;Travis Calabio;,N/A,8/31/2017,11/1/2017,Mekedes Solomon,The client will re-engage following the completion of their fiscal year-end reporting in late July. The client is interested in discussing the costs to support lagged/unlagged reporting to support their private equity investments. The initial cost estimate was 60K.-Ronald F Gayton 7/11/2017
001G000001jmp6r,0061600000tmvgTAAQ,5/16/2017,International Monetary Fund,Endowment Active - Add JP Morgan $150M in assets,50,USD,3800,Active Client,Identified,IIS Public Funds,Americas,IMF has informed SSC their intention to fund last piece of Endowment onboarding of $150M to JP Morgan. Target date is by end of Q3.,GS Performance Services,Compliance Monitoring,IIS Public Funds;,Jack L Saraf;Dennis M Frasu;Rich Protasewich;,N/A,11/17/2017,11/1/2017,Dennis M Frasu,IMF confirmed 12/1 start date-Dennis M Frasu 11/1/2017
001G000001jmp6r,0061600000tmvgTAAQ,5/16/2017,International Monetary Fund,Endowment Active - Add JP Morgan $150M in assets,50,USD,1750,Active Client,Identified,IIS Public Funds,Americas,IMF has informed SSC their intention to fund last piece of Endowment onboarding of $150M to JP Morgan. Target date is by end of Q3.,GS Performance Services,Performance - Monthly,IIS Public Funds;,Jack L Saraf;Dennis M Frasu;Rich Protasewich;,N/A,11/17/2017,11/1/2017,Dennis M Frasu,IMF confirmed 12/1 start date-Dennis M Frasu 11/1/2017
001G000001jmoyH,0061600000vSmZYAA0,8/8/2017,State of Illinois Teachers Retirement System,IIS Cross Sell - Lookthrough & Data Feeds,50,USD,4000,Active Client,Negotiating/Review,IIS Public Funds,Americas,Request to incorporate commingled funds into information analysis and provide a monthly security level feed,GS Performance Services,Custom Reporting & Extracts,IIS Public Funds;,Karina Tanny;,None,11/30/2017,8/14/2017,Karina Tanny,
001G000001jmoyH,0061600000vSmZYAA0,8/8/2017,State of Illinois Teachers Retirement System,IIS Cross Sell - Lookthrough & Data Feeds,50,USD,10000,Active Client,Negotiating/Review,IIS Public Funds,Americas,Request to incorporate commingled funds into information analysis and provide a monthly security level feed,GS Performance Services,Commingled Lookthrough,IIS Public Funds;,Karina Tanny;,None,11/30/2017,8/14/2017,Karina Tanny,
001G000001jmtCn,0061600000um77jAAA,6/26/2017,Regents University of California,UC Regents Performance & Analytics Services,50,USD,0,Active Client,Identified,IIS Public West,Americas,"Albert Yong, UC’s Director of Data Management and Analytics, is seeing what he refers to as “new world” providers which will take them where UC wants to be in 10 years. He views State Street as “old world.” New providers are changing the way performance and data management are done. Albert views data management and performance as coupled. It is very likely that both will go together. Either DataGX & P&A or another vended solution (likely Solovis and Opturo). There needs to be massive change at State Street to meet his “new world” infrastructure / needs - At cusp of old world and new o Putting DataGX in place is still part of old world o New world has already emerged – State Street sometimes talks about it, but hasn’t delivered anything - Need to get better at the old (better trust), so we can move to the new/emerging world o Current perception is our investment in technology is poor o Need to get into the Google/Amazon world of technology investment - StatPro is decent platform – still old world o Closes the gap on current methodology / philosophical differences o He agreed this is a fine solution for return calculation – but need better tools beyond the basic performance calcs - Getting to GIPS is critical – Albert views transparency into daily security detail and portfolio relational data (aggregates/breakouts/benchmarks) as critical to getting to GIPS - Need to get to final monthly performance on T+1 UC needs to go through an implementation. That will either be from GPA to StatPro or from State Street to another provider. - He expects the implementation to have the same senior level focus we had with LPS. Although it didn’t go as smooth as possible, but executive focus helped with resolution - Need to implement next FYE – July 2018 People – no immediate concerns, he has a good working relationship with P&A. I did mention we were adding to the team to build a better bench with more senior level talent in California, which was well accepted. Albert is happy to have a meeting to review our “new world” vision versus his. He said he will have this meeting no matter what decision he makes as he views us as a strategic partner. Dax/Travis to schedule executive meeting in next month. We need to determine our path forward with respect to the data management RFI. How can we prove we can execute and get to Albert’s new world state?",GS Performance Services,Performance - Daily,IIS Public West;,Travis Calabio;,,3/31/2018,11/14/2017,Travis Calabio,11/8 meeting with Albert; Albert reaffirmed his vision of a hybrid Performance model with SSIA providing core performance returns.-Travis Calabio 11/14/2017
001G000001jmrZj,0061600000sX3BzAAK,1/27/2017,Rock Creek Group,AIS Cross Sell Performance - Rock creek,45,USD,2500,Active Client,Solutioning,Offshore Toronto (Cayman),Americas,"A single fund addition to the existing Rock Creek Book reflecting daily performance, monthly attribution and risk. Client mentioned they could potentially be other funds in scope but did not provide a firm number.",GS Performance Services,Performance - Monthly,Offshore Toronto (Cayman);,Salvatore Scotto;Karina Tanny;,None,10/31/2017,8/17/2017,Salvatore Scotto,
001G000001jmrZj,0061600000sX3BzAAK,1/27/2017,Rock Creek Group,AIS Cross Sell Performance - Rock creek,45,USD,1500,Active Client,Solutioning,Offshore Toronto (Cayman),Americas,"A single fund addition to the existing Rock Creek Book reflecting daily performance, monthly attribution and risk. Client mentioned they could potentially be other funds in scope but did not provide a firm number.",GS Performance Services,Attribution - Portfolio,Offshore Toronto (Cayman);,Salvatore Scotto;Karina Tanny;,None,10/31/2017,8/17/2017,Salvatore Scotto,
001G000001jmrZj,0061600000sX3BzAAK,1/27/2017,Rock Creek Group,AIS Cross Sell Performance - Rock creek,45,USD,5500,Active Client,Solutioning,Offshore Toronto (Cayman),Americas,"A single fund addition to the existing Rock Creek Book reflecting daily performance, monthly attribution and risk. Client mentioned they could potentially be other funds in scope but did not provide a firm number.",GS Performance Services,Performance - Daily,Offshore Toronto (Cayman);,Salvatore Scotto;Karina Tanny;,None,10/31/2017,8/17/2017,Salvatore Scotto,
001G000001jml1W,0061600000w7LPOAA2,8/31/2017,Financiere Des Professionnels (FDP),IIS Cross Sell - Compliance & Daily Performance FDP 2017 S194.0,40,USD,145000,Active Client,Identified,IIS Canada,Americas,"FDP is looking for a middle office solution, including Investment Compliance.",GS Performance Services,Performance - Daily,IIS Canada;,Lyne Brouillette,None,3/30/2018,11/14/2017,Vidhi Gondalia,FDP has decide to go with a software solution for compliance and postponed the decision on Daily Performance to Q1 2018.-Lyne Brouillette 8/31/2017
001G000001jmqU6,0061600000mMO8hAAG,1/28/2016,CI Investments Inc.,CI CAD Funds - 28 Jan 2016,40,USD,1595548,Active Client,Identified,IIS Canada,Americas,CI Financial is a $111bn CAD asset manager based in Toronto that will go to market in 2016. By virtue of their acquisition of First Asset (ETF shop) they are now a global services client. CI have had a long standing custody and fund accounting outsourcing relationship with RBC Investor & Treasury Services. CI have FX and Transition Mgmnt relationships with SSGM and an advisory Relationship with SSgA.,GS Performance Services,Compliance Monitoring,SSSF- Americas;IMS - Americas;GX Data Solutions - Americas;IIS Canada;,Gerald Winchester;Michael Moes;,RBC Investor & Treasury Services,12/29/2017,10/23/2017,Michael Moes,CI's acquisition of Sentry closed the week of October 9th 2017. CI has asked us to enroll Sentry in Securities Lending - a bid was provided to CI Oct. 20th together with a 25% fee discount for Sentry. Feedback from CI is that they will used Sentry as a 'test drive' in addition to final due diligence meetings mid-November. CI will be presenting their decision to the fund boards in early December.-Michael Moes 23/10/2017
001G000001jmqU6,0061600000mMO8hAAG,1/28/2016,CI Investments Inc.,CI CAD Funds - 28 Jan 2016,40,USD,1325588,Active Client,Identified,IIS Canada,Americas,CI Financial is a $111bn CAD asset manager based in Toronto that will go to market in 2016. By virtue of their acquisition of First Asset (ETF shop) they are now a global services client. CI have had a long standing custody and fund accounting outsourcing relationship with RBC Investor & Treasury Services. CI have FX and Transition Mgmnt relationships with SSGM and an advisory Relationship with SSgA.,GS Performance Services,Performance - Monthly,SSSF- Americas;IMS - Americas;GX Data Solutions - Americas;IIS Canada;,Gerald Winchester;Michael Moes;,RBC Investor & Treasury Services,12/29/2017,10/23/2017,Michael Moes,CI's acquisition of Sentry closed the week of October 9th 2017. CI has asked us to enroll Sentry in Securities Lending - a bid was provided to CI Oct. 20th together with a 25% fee discount for Sentry. Feedback from CI is that they will used Sentry as a 'test drive' in addition to final due diligence meetings mid-November. CI will be presenting their decision to the fund boards in early December.-Michael Moes 23/10/2017
001G000001jmmXk,0061600000vUeGrAAK,8/22/2017,Los Angeles County Treasurer,LA County TTC,30,USD,0,Active Client,Solutioning,IIS Strategic,Americas,"This is a $27 billion RFP that is a contract renewal process with Citibank. The bid requested is without lending. However, they do want to see with and without lending bids for consideration.",GS Performance Services,Compliance Monitoring,IIS Strategic;,Kerrie Lloyd;,Citibank International plc,12/31/2017,9/5/2017,Roberta Campbell,"This is a $27 billion RFP that is a contract renewal process with Citibank. The bid requested is without lending. However, they do want to see with and without lending bids for consideration.-Roberta Campbell 8/28/2017"
001G000001jmmXk,0061600000vUeGrAAK,8/22/2017,Los Angeles County Treasurer,LA County TTC,30,USD,0,Active Client,Solutioning,IIS Strategic,Americas,"This is a $27 billion RFP that is a contract renewal process with Citibank. The bid requested is without lending. However, they do want to see with and without lending bids for consideration.",GS Performance Services,Performance - Daily Indicative,IIS Strategic;,Kerrie Lloyd;,Citibank International plc,12/31/2017,9/5/2017,Roberta Campbell,"This is a $27 billion RFP that is a contract renewal process with Citibank. The bid requested is without lending. However, they do want to see with and without lending bids for consideration.-Roberta Campbell 8/28/2017"
001G000001jmlSC,0061600000qunJFAAY,10/14/2016,Goldman Sachs,GPS P&A Outsouring - 14 Oct 2016,30,USD,250000,Active Client,Solutioning,IIS Strategic,Americas,Goldman Sachs Global Portfolio Solutions Group has approached STT about the potential outsourcing of Performance & Analytics.,GS Performance Services,Performance - Monthly,IIS Strategic;,Terrance Healy;Catherine O'Hara;Rich Protasewich;,Chubb US Holding Inc.,2/1/2018,10/24/2017,Rich Protasewich,
001G000001jmlSC,0061600000qunJFAAY,10/14/2016,Goldman Sachs,GPS P&A Outsouring - 14 Oct 2016,30,USD,250000,Active Client,Solutioning,IIS Strategic,Americas,Goldman Sachs Global Portfolio Solutions Group has approached STT about the potential outsourcing of Performance & Analytics.,GS Performance Services,Commingled Lookthrough,IIS Strategic;,Terrance Healy;Catherine O'Hara;Rich Protasewich;,Chubb US Holding Inc.,2/1/2018,10/24/2017,Rich Protasewich,
001G000001jmsrq,0061M00000wal3WQAQ,10/30/2017,E.I. du Pont de Nemours and Company,Universe Reporting- Du Pont,30,USD,7500,Active Client,Solutioning,IIS Strategic,Americas,The client is looking for a universe solution for their Master Trust DC to replace a service they were getting through a consultant (who has been replaced this year) .,GS Performance Services,Custom Reporting & Extracts,IIS Strategic;,Karina Tanny;,Segal RogersCasey Blind Bids,12/29/2017,10/30/2017,Karina Tanny,
001G000001jmoSn,0061M00000wbfPJQAY,11/13/2017,Sempra Energy,Sempra Plans,30,USD,0,Active Client,Solutioning,IIS Strategic,Americas,"DB, VEBA, NDT and Deferred Compensation Plans consolidated bid via AON Hewitt (Greg Korte).",GS Performance Services,Performance - Monthly,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,1/1/2018,11/13/2017,Kerrie Lloyd,AON Hewitt launched a search for Sempra's plans with quick turnaround for a decision by the end of the year. BNYM has not delivered on promises made two years ago when they retained this business via a Callan RFP where State Street was recommended.-Kerrie Lloyd 11/13/2017
001G000001jmoSn,0061M00000wbfPJQAY,11/13/2017,Sempra Energy,Sempra Plans,30,USD,0,Active Client,Solutioning,IIS Strategic,Americas,"DB, VEBA, NDT and Deferred Compensation Plans consolidated bid via AON Hewitt (Greg Korte).",GS Performance Services,Performance - Active Analytics,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,1/1/2018,11/13/2017,Kerrie Lloyd,AON Hewitt launched a search for Sempra's plans with quick turnaround for a decision by the end of the year. BNYM has not delivered on promises made two years ago when they retained this business via a Callan RFP where State Street was recommended.-Kerrie Lloyd 11/13/2017
001G000001jmsQG,0061600000raAgHAAU,12/1/2016,Oregon State Treasury,Plan Attribution - OPERF - 1 Dec 2016,30,USD,6000,Active Client,Solutioning,IIS Public West,Americas,Investment Office requested plan attribution reporting on OPERF.,GS Performance Services,Attribution - Macro/Plan,IIS Public West;,Janet Fennessy;Dax Johnson;,N/A,3/31/2018,10/17/2017,Dax Johnson,Not buying anything right now due to service issues. Pushed date back to Q2.-Dax Johnson 3/13/2017
001G000001jmpeY,0061600000lkt2mAAA,12/16/2015,UAW Retiree Medical Benefits Trust,UAW - Manager Attribution - 16 Dec 2015,30,USD,128000,Active Client,Solutioning,IIS Taft Hartley,Americas,"Interested in core manager attribution. Client has not confirmed the scope as of yet, but it is anticipated at 80 funds and 25 composites. Looking at a Q3 2016 date.",GS Performance Services,Attribution - Portfolio,IIS Taft Hartley;,Dax Johnson;,Internal,12/31/2017,6/19/2017,Dax Johnson,Currently focused on plan attribution. Don't expect a decision until late Q2.-Dax Johnson 3/13/2017
001G000001jmsk1,0061M00000uLBemQAG,10/11/2017,Orange County Retirement System (OCERS),OCERS - Board Reporting,25,USD,10000,Active Client,Identified,Asset Manager - Core,Americas,Client expressed interest during last onsite visit.  They are currently working on determining need.,GS Performance Services,Custom Reporting & Extracts,Asset Manager - Core;,Kristopher Auer;,N/A,6/30/2018,10/11/2017,Kristopher Auer,
0011600001uwS6R,0061600000q8RU5AAM,9/19/2016,PFM Asset Management LLC,PFM Ancillary Services - 19 Sep 2016,25,USD,34000,Non Client,Solutioning,Asset Manager - Boutique,Americas,"PFM is launching 3 mutual funds with $3bn in assets. They are interested in Dynamic Cash, Risk and Performance as well.",GS Performance Services,Performance - Daily,Asset Manager - Boutique;,Robin Sarkar;Gillian White;Mark Parker;,N/A,11/30/2017,10/29/2017,Mark Parker,Fund launch pushed out until 6/30. Continuing to discuss risk and performance with PFM.-Gillian White 1/26/2017
001G000001jmsk1,0061M00000uLBe8QAG,10/11/2017,Orange County Retirement System (OCERS),OCERS - Daily Performance,25,USD,182559,Active Client,Identified,Asset Manager - Boutique,Americas,Client expressed interest during last onsite visit.  They are currently working on determining need.,GS Performance Services,Performance - Daily,Asset Manager - Boutique;,Kristopher Auer;,N/A,6/30/2018,10/11/2017,Kristopher Auer,
0011600001lAEvs,0061600000uojH4AAI,7/19/2017,Aon Hewitt Investment Consulting,Aon Delegated Consulting,25,USD,467000,Active Client,Identified,Asset Manager - Global,Americas,"Aon has sent an RFP for their delegated consulting business in the US, Canada and Ireland. 13 Group Trusts 32 CITs 5 Delaware LLCs 1 FOHF 2 Irish QIAIF",GS Performance Services,Performance - Daily,IIS Canada;Asset Manager - Global;IFS - Americas;GS Ireland;,Gillian White;Jack Dahlstedt;Gavin Nangle;Michael Moes;,BNY Mellon Asset Servicing,1/1/2018,11/2/2017,Gillian White,Revised pricing and follow-ups submitted on 10/31. Due Diligence to take place Nov 7 in London.-Gillian White 11/2/2017
001G000001jnEja,0061M00000wbUC1QAM,11/10/2017,Somerset Re,Somerset Re new custody and performance services,25,USD,15000,Active Client,Identified,ISA Insurance,Americas,"Somerset Re looking to leverage additional value chain products from STT as they consolidate operations in Bermuda from Zurich. They are looking for custody (currently with BNY), a potential $50M LOC, performance, risk, compliance and other additional services where we can add value. Currently 3rd party managed by DB and looking to move elsewhere. Somerset has robust pipeline and projects AUM growth to $5B in next 18-24 months",GS Performance Services,Compliance Monitoring,ISA Insurance;GX Investment Analytics - Americas;,Jim Eckenrode;,N/A,3/30/2018,11/10/2017,Jim Eckenrode,
0011600001zttfP,0061M00000vzjaoQAA,9/22/2017,Associated Electric & Gas Insurance Services Ltd.,AEGIS- Accounting and Custody,25,USD,25000,Non Client,Identified,ISA Insurance,Americas,"Opportunity to supplant SS&C and Northern as administrators for AEGIS subadvised business. Currently ~$6B in assets, and 12 IMs. Interested in Perf, Risk and Compliance as well",GS Performance Services,Compliance Monitoring,ISA Insurance;,Jim Eckenrode;,Northern Trust Corporation,12/29/2017,10/24/2017,Jim Eckenrode,No movement on the investment accounting stuff. They are in the midst of the 2018 asset allocation work and are thinking they will look to tackle that either late in the year or early 2018.-Jim Eckenrode 10/24/2017
0011600001zttfP,0061M00000vzjaoQAA,9/22/2017,Associated Electric & Gas Insurance Services Ltd.,AEGIS- Accounting and Custody,25,USD,25000,Non Client,Identified,ISA Insurance,Americas,"Opportunity to supplant SS&C and Northern as administrators for AEGIS subadvised business. Currently ~$6B in assets, and 12 IMs. Interested in Perf, Risk and Compliance as well",GS Performance Services,Performance - Daily,ISA Insurance;,Jim Eckenrode;,N/A,12/29/2017,10/24/2017,Jim Eckenrode,No movement on the investment accounting stuff. They are in the midst of the 2018 asset allocation work and are thinking they will look to tackle that either late in the year or early 2018.-Jim Eckenrode 10/24/2017
001G000001jmrZj,0061600000vTNebAAG,8/11/2017,Rock Creek Group,Georgetown Emerging Markets Fund Onshore LLC,25,USD,1,Active Client,Identified,IIS Strategic,Americas,Rock Creek is launching a new fund with roughly $20MM,GS Performance Services,Compliance Monitoring,Offshore Toronto (Cayman);IIS Strategic;,Salvatore Scotto;,,1/2/2018,11/7/2017,Salvatore Scotto,
001G000001jmsxa,0061600000mtvFoAAI,3/4/2016,Con Ed,Con Ed Attribution and returns-based risk reporting - 4 Mar 2016,25,USD,42040,Active Client,Negotiating/Review,IIS Defined Benefit,Americas,Sue Carson the primary contact as this service request transferred roles. Joe McGrath is the new contact and it may take him some time to review so I have deferred the decision date out to March 2017. Update: I spoke with ConEdison on 3/20 and this is still viable they just need more time to review fees so I have reset to the May month end. Opportunity to provide single factor fixed income attribution and returns-based risk reporting for Con Ed's pension trust. Spoke with the client in June and they are still interested and they have the fee schedule to sign.,GS Performance Services,Attribution - Macro/Plan,IIS Defined Benefit;,Keith G Maloney;Steven G Lichty;,None,12/31/2017,10/4/2017,Keith G Maloney,
001G000001jmnLS,0061600000vTM0pAAG,8/11/2017,Whirlpool Corporation,Whirlpool DB via WillisTowersWatson 08112017,25,USD,31800,Active Client,Solutioning,IIS Defined Benefit,Americas,Whirlpool has engaged WillisTowersWatson to do a confidential fee benchmarking exercise. STT goal is to provide a compelling fee proposal that would incent Whirlpool to embark on a formal custody review.,GS Performance Services,Performance - Monthly,IIS Defined Benefit;Retiree Services;SSSF- Americas;,Kevin McGarr;Keith Armstrong;,Northern Trust Corporation,11/15/2017,10/24/2017,Keith Armstrong,Spoke to Diane Cook at WillisTowersWatson. Whirlpool and NT are negotiating a new fee agreement. Our Fee bid was competitive and much lower than their current fees. There is still a possibility they do not come to agreement on fees and this Request for Fee turns into a full review.-Keith Armstrong 10/24/2017
001G000001jmpYH,0061M00000w5wvmQAA,9/28/2017,Mercy,Mercy Investment Services,25,USD,0,Active Client,Solutioning,IIS Endowments and Foundations,Americas,"This is for the Sisters of Mercy, a worldwide religious ministry and charitable organization. The RFP is internally generated by the department of finance and administration.",GS Performance Services,Compliance Monitoring,IIS Endowments and Foundations;,Kerrie Lloyd;,BNY Mellon Asset Servicing,12/1/2017,9/28/2017,Kerrie Lloyd,
001G000001jmpYH,0061M00000w5wvmQAA,9/28/2017,Mercy,Mercy Investment Services,25,USD,0,Active Client,Solutioning,IIS Endowments and Foundations,Americas,"This is for the Sisters of Mercy, a worldwide religious ministry and charitable organization. The RFP is internally generated by the department of finance and administration.",GS Performance Services,Performance - Active Analytics,IIS Endowments and Foundations;,Kerrie Lloyd;,BNY Mellon Asset Servicing,12/1/2017,9/28/2017,Kerrie Lloyd,
001G000001jmss5,0061600000rcwonAAA,1/12/2017,Massachusetts Institute of Technology (MIT),MIT Daily Performance - 12 Jan 2017,25,USD,250000,Active Client,Identified,IIS Endowments and Foundations,Americas,"MIT will be moving to a daily accounting environment over the next 4 months. In conjunction with this move, MIT is very interested in moving to a daily performance model. The dialogue around next steps and the coordination of this efforts is underway. Meeting with CFO on 1/12/17 confirmed this direction.",GS Performance Services,Performance - Daily,IIS Endowments and Foundations;,Christopher Sadler;,N/A,3/31/2018,11/17/2017,Christopher Sadler,MIT has agreed to focus on daily performance once the daily accounting transition is completed. Working through current performance requirements.-Christopher Sadler 11/17/2017
001G000001jmqux,0061600000umc5EAAQ,6/30/2017,Minnesota State Board of Investment,IIS Cross Sell - Active Analytics,25,USD,30000,Active Client,Negotiating/Review,IIS Public Funds,Americas,"Part of a proposal to address a ""wish list"" for investment analytics solutions to automate manual processes at Minnesota SBI including board book.",GS Performance Services,Performance - Active Analytics,IIS Public Funds;,Patrick M Donohoe;Karina Tanny;,None,12/29/2017,10/11/2017,Patrick M Donohoe,
001G000001jmozN,0061M00000uL6DyQAK,10/10/2017,States of Jersey,States of Jersey - CIF,25,USD,238000,Non Client,Solutioning,GS UKMEA,Americas,The States of Jersey (SoJ) is the government (www.gov.je) of the Island of Jersey and is responsible for the management of the Island’s finances and operation of its public services. SoJ is seeking to review custody providers to service its common investment fund.,GS Performance Services,Performance - Monthly,GS UKMEA;GM Sales & Trading - EMEA;,Andrew Todd;,Northern Trust (UK),12/29/2017,10/10/2017,Andrew Todd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Compliance Monitoring,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Performance - Active Analytics,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Attribution - Portfolio,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Performance - Daily Indicative,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Performance - Unlagged,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jms41,0061600000vRDunAAG,7/25/2017,State of Hawaii Employee Retirement,HIERS Global Custody,20,USD,0,Non Client,Identified,IIS Strategic,Americas,"There will be an RFP for global custody as well as risk management tools in six months, per contract renewal. The new executive director is from Wyoming, Thomas Williams, and h e is a fan of State Street.",GS Performance Services,Commingled Lookthrough,IIS Strategic;,Kerrie Lloyd;,BNY Mellon Asset Servicing,3/30/2018,7/25/2017,Kerrie Lloyd,
001G000001jn4Xu,0061600000uPI9PAAW,6/16/2017,ATB Financial (Alberta Treasury Branches),ATB Financial-Investment Compliance,20,USD,23786,Active Client,Solutioning,IIS Canada,Americas,ATB currently monitors Investment Compliance using Excel and recently began discussions on using SS service,GS Performance Services,Compliance Monitoring,IIS Canada;,Chris Finlay;,ATB Financial (Alberta Treasury Branches),12/29/2017,11/8/2017,Chris Finlay,
001G000001jmnYG,0061600000oKMpBAAW,6/9/2016,American National Red Cross,ARC - q1 2017 RFP - 9 Jun 2016,20,USD,0,Active Client,Identified,IIS Endowments and Foundations,Americas,"New CIO Greg Williamson has been indicating for past 12 months that he does anticipate hiring a consultant to execute an RFP for ARC. Our pricing on recent new business in performance, custody, accounting and AIS services reflect a competitive environment. Although the client has accepted all pricing to date they still expect to formalize an RFP in Summer of 2016 (approximately). This will be Q1.",GS Performance Services,Performance - Daily,IIS Endowments and Foundations;,Kathy M MacVarish;,,1/5/2018,11/15/2017,Kathy M MacVarish,Kathy MacVarish and Jessica Donohue to visit Red Cross on 11/15 to discuss analytics strategy. RFP expected by year end.-Kathy M MacVarish 11/15/2017
001G000001jmp2E,0061600000mrF43AAE,2/11/2016,The Guardian Life Insurance Company of America,Performance and Attribution - Guardian - 11 Feb 2016,15,USD,44000,Active Client,Solutioning,ISA Insurance,Americas,"Guardian Life is setting up a trust with 15 funds. Back office services will be provided by State Street. Additionally, they are evaluating performance services. Fact Set is also budding. We have provided a fee proposal and a presentation.",GS Performance Services,Attribution - Portfolio,ISA Insurance;,Michael Oleksak;Dax Johnson;,None,12/29/2017,4/25/2017,Jeff Janotta,Danielle Huston spoke with John Walter and he informed us that the President of the funds Doug Dubitsky is of the opinion the performance analysis should be done by the sub-advisors. They have reached out to the sub-advisors for this information quarterly and they have started to receive some of the information. At this point in time they would like to defer to next summer when the first substitution will occur. At that time they might be willing to take on additional costs once the assets grow.-Dax Johnson 2/1/2017
